Datum;Reihenfolge;Zahl1;Zahl2;Zahl3;Zahl4;Zahl5;Zahl6;ZZ;Zusatzzahl;Rang_1_5;Anzahl_1_5;a_1_5;Quote_1_5;Rang_2_6;Anzahl_2_6;a_2_6;Quote_2_6;Rang_3_7;Anzahl_3_7;a_3_7;Quote_3_7;Rang_4_8;Anzahl_4_8;a_4_8;Quote_4_8;
25.08.;aufsteigend;3;15;24;29;40;45;ZZ;20;6er;               1;à;       2.272.060,70;5er + ZZ;               2;à;          59.507,70;5er;              94;à;           1.381,20;4er + ZZ;             264;à;             147,50;
25.08.;;;;;;;;;;4er;           4.913;à;              44,00;3er + ZZ;           6.205;à;              15,60;3er;          75.198;à;               5,20;ZZ;         221.336;à;               1,20;
29.08.;aufsteigend;8;14;18;29;40;42;ZZ;44;6er;JP;;         692.827,10;5er + ZZ;               1;à;          95.263,70;5er;              59;à;           1.761,40;4er + ZZ;             153;à;             203,70;
29.08.;;;;;;;;;;4er;           3.521;à;              49,10;3er + ZZ;           4.470;à;              17,40;3er;          57.025;à;               5,40;ZZ;         170.165;à;               1,20;
01.09.;aufsteigend;13;24;29;33;38;45;ZZ;8;6er;DJP;;       1.457.006,70;5er + ZZ;               2;à;          52.537,30;5er;              87;à;           1.317,50;4er + ZZ;             208;à;             165,30;
01.09.;;;;;;;;;;4er;           3.819;à;              50,00;3er + ZZ;           5.471;à;              15,70;3er;          62.138;à;               5,50;ZZ;         230.564;à;               1,20;
05.09.;aufsteigend;6;15;22;38;43;45;ZZ;41;6er;3JP;;       2.430.325,70;5er + ZZ;JP;;         133.831,30;5er;             105;à;           1.390,40;4er + ZZ;             250;à;             175,10;
05.09.;;;;;;;;;;4er;           5.031;à;              48,30;3er + ZZ;           6.447;à;              16,90;3er;          80.901;à;               5,40;ZZ;         239.540;à;               1,20;
08.09.;aufsteigend;2;11;23;25;27;42;ZZ;20;6er;4JP;;       3.467.139,40;5er + ZZ;               1;à;         276.393,20;5er;             137;à;           1.135,10;4er + ZZ;             274;à;             170,20;
08.09.;;;;;;;;;;4er;           5.863;à;              44,20;3er + ZZ;           7.493;à;              15,50;3er;          93.910;à;               4,90;ZZ;         269.933;à;               1,20;
10.09.;aufsteigend;1;10;11;30;34;41;ZZ;28;6er;               1;à;       4.395.157,70;5er + ZZ;               1;à;         127.602,50;5er;              84;à;           1.657,10;4er + ZZ;             226;à;             184,70;
10.09.;;;;;;;;;;4er;           4.794;à;              48,30;3er + ZZ;           6.649;à;              15,70;3er;          80.496;à;               5,20;ZZ;         252.804;à;               1,20;
12.09.;aufsteigend;7;14;18;20;41;43;ZZ;10;6er;JP;;         724.928,00;5er + ZZ;JP;;          99.677,60;5er;              60;à;           1.812,30;4er + ZZ;             181;à;             180,20;
12.09.;;;;;;;;;;4er;           3.329;à;              54,40;3er + ZZ;           5.146;à;              15,80;3er;          57.888;à;               5,60;ZZ;         207.972;à;               1,20;
15.09.;aufsteigend;4;5;19;27;36;41;ZZ;37;6er;DJP;;       1.475.127,00;5er + ZZ;               2;à;         101.414,90;5er;              91;à;           1.236,50;4er + ZZ;             180;à;             187,50;
15.09.;;;;;;;;;;4er;           4.283;à;              43,70;3er + ZZ;           5.096;à;              16,50;3er;          70.177;à;               4,80;ZZ;         166.721;à;               1,20;
19.09.;aufsteigend;3;6;8;24;26;27;ZZ;2;6er;               1;à;       2.447.238,30;5er + ZZ;               2;à;          66.832,60;5er;             162;à;             900,10;4er + ZZ;             442;à;              98,90;
19.09.;;;;;;;;;;4er;           6.833;à;              35,50;3er + ZZ;           9.174;à;              11,90;3er;         102.034;à;               4,30;ZZ;         246.700;à;               1,20;
22.09.;aufsteigend;3;21;24;29;34;42;ZZ;11;6er;JP;;         600.248,80;5er + ZZ;               1;à;          82.534,20;5er;              73;à;           1.233,30;4er + ZZ;             170;à;             158,80;
22.09.;;;;;;;;;;4er;           3.119;à;              48,10;3er + ZZ;           5.054;à;              13,30;3er;          50.144;à;               5,40;ZZ;         172.043;à;               1,20;
26.09.;aufsteigend;3;11;22;23;24;28;ZZ;19;6er;DJP;;       1.440.251,30;5er + ZZ;               6;à;          19.250,00;5er;             134;à;             940,30;4er + ZZ;             337;à;             112,10;
26.09.;;;;;;;;;;4er;           5.280;à;              39,70;3er + ZZ;           7.211;à;              13,10;3er;          81.345;à;               4,60;ZZ;         217.493;à;               1,20;
29.09.;aufsteigend;6;16;29;31;33;39;ZZ;30;6er;               1;à;       2.302.627,20;5er + ZZ;               3;à;          39.525,50;5er;              90;à;           1.437,20;4er + ZZ;             220;à;             176,30;
29.09.;;;;;;;;;;4er;           4.695;à;              45,90;3er + ZZ;           5.875;à;              16,50;3er;          75.709;à;               5,10;ZZ;         221.253;à;               1,20;
03.10.;aufsteigend;5;29;38;41;43;45;ZZ;32;6er;JP;;         722.686,10;5er + ZZ;               3;à;          33.123,10;5er;              78;à;           1.389,70;4er + ZZ;             203;à;             160,20;
03.10.;;;;;;;;;;4er;           3.722;à;              48,50;3er + ZZ;           4.757;à;              17,00;3er;          59.717;à;               5,40;ZZ;         180.951;à;               1,20;
06.10.;aufsteigend;6;8;21;22;25;45;ZZ;30;6er;DJP;;       1.488.704,30;5er + ZZ;               2;à;          52.663,70;5er;              79;à;           1.454,40;4er + ZZ;             213;à;             161,80;
06.10.;;;;;;;;;;4er;           4.195;à;              45,60;3er + ZZ;           5.599;à;              15,30;3er;          69.746;à;               4,90;ZZ;         190.659;à;               1,20;
08.10.;aufsteigend;1;5;13;24;32;38;ZZ;37;6er;3JP;;       2.223.134,10;5er + ZZ;               2;à;          50.492,00;5er;              71;à;           1.551,60;4er + ZZ;             160;à;             206,50;
08.10.;;;;;;;;;;4er;           3.597;à;              51,00;3er + ZZ;           4.358;à;              18,90;3er;          61.686;à;               5,30;ZZ;         169.682;à;               1,20;
10.10.;aufsteigend;5;7;12;13;14;42;ZZ;18;6er;4JP;;       3.028.723,80;5er + ZZ;JP;;         110.768,50;5er;              89;à;           1.357,70;4er + ZZ;             259;à;             139,90;
10.10.;;;;;;;;;;4er;           4.603;à;              43,70;3er + ZZ;           6.175;à;              14,60;3er;          77.789;à;               4,60;ZZ;         197.240;à;               1,20;
13.10.;aufsteigend;7;9;18;21;34;40;ZZ;38;6er;5JP;;       4.189.556,60;5er + ZZ;               2;à;         135.191,50;5er;             126;à;           1.381,90;4er + ZZ;             326;à;             160,20;
13.10.;;;;;;;;;;4er;           6.507;à;              44,50;3er + ZZ;           8.064;à;              16,10;3er;         105.548;à;               4,90;ZZ;         278.973;à;               1,20;
17.10.;aufsteigend;5;8;10;20;24;28;ZZ;40;6er;               3;à;       1.900.397,30;5er + ZZ;               5;à;          41.569,90;5er;             263;à;             862,10;4er + ZZ;             584;à;             116,40;
17.10.;;;;;;;;;;4er;          11.200;à;              33,70;3er + ZZ;          12.669;à;              13,40;3er;         154.781;à;               4,40;ZZ;         368.985;à;               1,20;
20.10.;aufsteigend;2;12;14;29;42;45;ZZ;30;6er;JP;;         608.112,10;5er + ZZ;               2;à;          41.807,70;5er;              60;à;           1.520,20;4er + ZZ;             133;à;             205,70;
20.10.;;;;;;;;;;4er;           3.045;à;              49,90;3er + ZZ;           3.999;à;              17,10;3er;          51.491;à;               5,30;ZZ;         156.707;à;               1,20;
24.10.;aufsteigend;2;5;9;24;26;35;ZZ;8;6er;DJP;;       1.454.322,30;5er + ZZ;               1;à;         116.353,90;5er;             136;à;             933,30;4er + ZZ;             324;à;             117,50;
24.10.;;;;;;;;;;4er;           5.355;à;              39,50;3er + ZZ;           8.203;à;              11,60;3er;          80.629;à;               4,70;ZZ;         235.941;à;               1,20;
27.10.;aufsteigend;1;25;33;34;38;43;ZZ;21;6er;3JP;;       2.264.514,20;5er + ZZ;               1;à;         111.401,30;5er;              62;à;           1.960,10;4er + ZZ;             209;à;             174,40;
27.10.;;;;;;;;;;4er;           3.539;à;              57,20;3er + ZZ;           5.379;à;              16,90;3er;          62.036;à;               5,90;ZZ;         226.035;à;               1,20;
31.10.;aufsteigend;2;3;10;15;40;43;ZZ;11;6er;4JP;;       3.427.443,20;5er + ZZ;               5;à;          31.980,50;5er;             129;à;           1.352,20;4er + ZZ;             351;à;             149,00;
31.10.;;;;;;;;;;4er;           6.072;à;              47,80;3er + ZZ;           9.065;à;              14,40;3er;         103.527;à;               5,00;ZZ;         324.325;à;               1,20;
03.11.;aufsteigend;4;9;19;21;43;45;ZZ;3;6er;5JP;;       4.550.660,30;5er + ZZ;               4;à;          38.610,50;5er;             149;à;           1.130,70;4er + ZZ;             421;à;             120,00;
03.11.;;;;;;;;;;4er;           6.648;à;              42,20;3er + ZZ;           9.861;à;              12,80;3er;         102.859;à;               4,90;ZZ;         319.428;à;               1,20;
07.11.;aufsteigend;2;7;13;26;29;42;ZZ;33;6er;               2;à;       3.032.402,20;5er + ZZ;               4;à;          52.048,70;5er;             198;à;           1.147,00;4er + ZZ;             522;à;             130,50;
07.11.;;;;;;;;;;4er;           8.772;à;              43,10;3er + ZZ;          11.639;à;              14,60;3er;         138.183;à;               4,90;ZZ;         397.336;à;               1,20;
10.11.;aufsteigend;2;15;17;18;19;23;ZZ;13;6er;JP;;         646.940,10;5er + ZZ;JP;;          88.954,20;5er;              73;à;           1.329,30;4er + ZZ;             191;à;             152,40;
10.11.;;;;;;;;;;4er;           3.423;à;              47,20;3er + ZZ;           4.863;à;              14,90;3er;          56.182;à;               5,20;ZZ;         167.762;à;               1,20;
12.11.;aufsteigend;7;17;20;28;35;41;ZZ;10;6er;DJP;;       1.315.719,50;5er + ZZ;               1;à;         180.911,40;5er;              94;à;           1.067,20;4er + ZZ;             215;à;             139,90;
12.11.;;;;;;;;;;4er;           3.720;à;              44,90;3er + ZZ;           5.419;à;              13,80;3er;          60.542;à;               4,90;ZZ;         189.525;à;               1,20;
14.11.;aufsteigend;5;8;9;13;38;42;ZZ;16;6er;3JP;;       2.064.142,70;5er + ZZ;               1;à;         102.908,10;5er;              76;à;           1.477,10;4er + ZZ;             204;à;             165,00;
14.11.;;;;;;;;;;4er;           4.324;à;              43,20;3er + ZZ;           5.562;à;              15,10;3er;          69.763;à;               4,80;ZZ;         191.413;à;               1,20;
17.11.;aufsteigend;9;20;25;26;32;42;ZZ;43;6er;4JP;;       3.012.013,20;5er + ZZ;JP;;         130.332,10;5er;              88;à;           1.615,60;4er + ZZ;             237;à;             179,90;
17.11.;;;;;;;;;;4er;           4.458;à;              53,10;3er + ZZ;           5.951;à;              17,90;3er;          77.743;à;               5,50;ZZ;         233.965;à;               1,20;
21.11.;aufsteigend;1;6;17;19;21;32;ZZ;35;6er;5JP;;       4.267.076,70;5er + ZZ;               6;à;          50.483,90;5er;             173;à;           1.088,20;4er + ZZ;             359;à;             157,30;
21.11.;;;;;;;;;;4er;           7.189;à;              43,60;3er + ZZ;           9.129;à;              15,40;3er;         118.946;à;               4,70;ZZ;         305.088;à;               1,20;
24.11.;aufsteigend;17;24;26;29;30;35;ZZ;32;6er;               2;à;       2.801.011,50;5er + ZZ;               7;à;          26.222,10;5er;             133;à;           1.505,50;4er + ZZ;             332;à;             180,90;
24.11.;;;;;;;;;;4er;           6.622;à;              50,30;3er + ZZ;           9.122;à;              16,40;3er;         115.080;à;               5,20;ZZ;         330.933;à;               1,20;
28.11.;aufsteigend;6;12;19;23;25;26;ZZ;45;6er;JP;;         756.165,10;5er + ZZ;               1;à;         103.972,70;5er;              89;à;           1.274,40;4er + ZZ;             212;à;             160,50;
28.11.;;;;;;;;;;4er;           4.739;à;              39,80;3er + ZZ;           5.656;à;              15,00;3er;          72.760;à;               4,70;ZZ;         191.929;à;               1,20;
01.12.;aufsteigend;6;24;27;41;42;45;ZZ;34;6er;DJP;;       1.562.779,00;5er + ZZ;               2;à;          55.454,70;5er;              62;à;           1.951,40;4er + ZZ;             203;à;             178,80;
01.12.;;;;;;;;;;4er;           3.912;à;              51,50;3er + ZZ;           5.187;à;              17,40;3er;          68.921;à;               5,20;ZZ;         196.067;à;               1,20;
05.12.;aufsteigend;9;10;16;21;28;31;ZZ;17;6er;               1;à;       2.604.958,60;5er + ZZ;               2;à;          71.649,80;5er;             138;à;           1.132,80;4er + ZZ;             277;à;             169,30;
05.12.;;;;;;;;;;4er;           6.265;à;              41,50;3er + ZZ;           8.352;à;              14,00;3er;          99.671;à;               4,70;ZZ;         287.761;à;               1,20;
08.12.;aufsteigend;7;12;20;24;36;38;ZZ;44;6er;JP;;         622.384,10;5er + ZZ;               4;à;          21.394,40;5er;              80;à;           1.166,90;4er + ZZ;             182;à;             153,80;
08.12.;;;;;;;;;;4er;           3.325;à;              46,70;3er + ZZ;           4.207;à;              16,60;3er;          53.905;à;               5,20;ZZ;         153.442;à;               1,20;
12.12.;aufsteigend;1;14;17;18;26;37;ZZ;20;6er;DJP;;       1.524.351,60;5er + ZZ;               3;à;          41.340,10;5er;              87;à;           1.555,10;4er + ZZ;             221;à;             183,60;
12.12.;;;;;;;;;;4er;           4.279;à;              52,60;3er + ZZ;           5.765;à;              17,60;3er;          74.973;à;               5,40;ZZ;         240.164;à;               1,20;
15.12.;aufsteigend;10;14;22;30;31;36;ZZ;28;6er;3JP;;       2.446.928,80;5er + ZZ;               2;à;          63.427,10;5er;             103;à;           1.343,50;4er + ZZ;             249;à;             166,70;
15.12.;;;;;;;;;;4er;           4.718;à;              48,80;3er + ZZ;           6.579;à;              15,70;3er;          76.495;à;               5,40;ZZ;         254.035;à;               1,20;
19.12.;aufsteigend;5;9;11;16;23;35;ZZ;19;6er;               1;à;       3.607.960,70;5er + ZZ;               5;à;          31.928,30;5er;             134;à;           1.299,60;4er + ZZ;             440;à;             118,70;
19.12.;;;;;;;;;;4er;           7.587;à;              38,20;3er + ZZ;          10.372;à;              12,50;3er;         112.606;à;               4,60;ZZ;         299.742;à;               1,20;
22.12.;aufsteigend;4;10;16;18;25;32;ZZ;2;6er;               1;à;       1.000.000,00;5er + ZZ;               4;à;          24.250,70;5er;              77;à;           1.374,30;4er + ZZ;             229;à;             138,60;
22.12.;;;;;;;;;;4er;           3.867;à;              45,60;3er + ZZ;           5.623;à;              14,10;3er;          61.705;à;               5,10;ZZ;         189.371;à;               1,20;
26.12.;aufsteigend;15;18;19;26;35;36;ZZ;11;6er;               1;à;       1.000.000,00;5er + ZZ;JP;;         106.106,10;5er;              75;à;           1.543,30;4er + ZZ;             214;à;             162,20;
26.12.;;;;;;;;;;4er;           3.712;à;              51,90;3er + ZZ;           5.510;à;              15,70;3er;          62.869;à;               5,50;ZZ;         229.218;à;               1,20;
29.12.;aufsteigend;12;20;30;35;42;43;ZZ;10;6er;JP;;         689.597,60;5er + ZZ;DJP;;         200.925,80;5er;              54;à;           1.915,50;4er + ZZ;             202;à;             153,60;
29.12.;;;;;;;;;;4er;           3.129;à;              55,00;3er + ZZ;           5.146;à;              15,00;3er;          53.582;à;               5,80;ZZ;         203.339;à;               1,20;
