Datum;Reihenfolge;Zahl1;Zahl2;Zahl3;Zahl4;Zahl5;Zahl6;ZZ;Zusatzzahl;Rang_1_5;Anzahl_1_5;a_1_5;Quote_1_5;Rang_2_6;Anzahl_2_6;a_2_6;Quote_2_6;Rang_3_7;Anzahl_3_7;a_3_7;Quote_3_7;Rang_4_8;Anzahl_4_8;a_4_8;Quote_4_8;
09.09.;aufsteigend;7;11;18;22;26;34;ZZ;27;6er;3JP;;       2.473.805,10;5er + ZZ;               4;à;          31.554,20;5er;             157;à;             877,00;4er + ZZ;             266;à;             155,20;
09.09.;;;;;;;;;;4er;           5.841;à;              39,20;3er + ZZ;           7.283;à;              14,10;3er;          86.547;à;               4,70;ZZ;         253.025;à;               1,20;
13.09.;aufsteigend;20;22;30;34;40;43;ZZ;39;6er;4JP;;       3.660.980,50;5er + ZZ;               4;à;          40.809,10;5er;             125;à;           1.424,60;4er + ZZ;             361;à;             147,90;
13.09.;;;;;;;;;;4er;           6.123;à;              48,40;3er + ZZ;           8.034;à;              16,60;3er;          99.809;à;               5,30;ZZ;         310.886;à;               1,20;
16.09.;aufsteigend;3;8;18;23;32;41;ZZ;21;6er;5JP;;       4.966.216,30;5er + ZZ;               6;à;          29.911,60;5er;             174;à;           1.125,20;4er + ZZ;             475;à;             123,60;
16.09.;;;;;;;;;;4er;           7.545;à;              43,20;3er + ZZ;          10.539;à;              13,90;3er;         116.474;à;               5,00;ZZ;         347.052;à;               1,20;
20.09.;aufsteigend;5;6;14;19;26;30;ZZ;11;6er;               1;à;       6.700.911,10;5er + ZZ;              11;à;          21.683,60;5er;             234;à;           1.111,90;4er + ZZ;             674;à;             115,80;
20.09.;;;;;;;;;;4er;          10.145;à;              42,70;3er + ZZ;          15.330;à;              12,70;3er;         159.880;à;               4,90;ZZ;         471.763;à;               1,20;
23.09.;aufsteigend;4;8;11;21;39;45;ZZ;14;6er;               2;à;         500.000,00;5er + ZZ;JP;;          88.480,70;5er;              92;à;           1.049,10;4er + ZZ;             207;à;             139,80;
23.09.;;;;;;;;;;4er;           4.209;à;              38,20;3er + ZZ;           4.778;à;              15,10;3er;          64.074;à;               4,50;ZZ;         157.081;à;               1,20;
27.09.;aufsteigend;3;6;8;11;32;39;ZZ;27;6er;JP;;         731.813,00;5er + ZZ;               2;à;          94.552,50;5er;              80;à;           1.372,10;4er + ZZ;             285;à;             115,50;
27.09.;;;;;;;;;;4er;           4.708;à;              38,80;3er + ZZ;           6.973;à;              11,80;3er;          73.045;à;               4,50;ZZ;         195.353;à;               1,20;
30.09.;aufsteigend;2;7;11;22;28;39;ZZ;40;6er;DJP;;       1.533.324,40;5er + ZZ;               1;à;         110.207,80;5er;             134;à;             897,20;4er + ZZ;             227;à;             158,80;
30.09.;;;;;;;;;;4er;           5.482;à;              36,50;3er + ZZ;           5.893;à;              15,30;3er;          82.290;à;               4,40;ZZ;         192.295;à;               1,20;
04.10.;aufsteigend;10;14;16;27;30;40;ZZ;38;6er;               1;à;       2.573.740,50;5er + ZZ;               3;à;          47.685,70;5er;             160;à;             975,30;4er + ZZ;             338;à;             138,50;
04.10.;;;;;;;;;;4er;           6.515;à;              39,90;3er + ZZ;           7.552;à;              15,40;3er;          97.062;à;               4,80;ZZ;         249.096;à;               1,20;
07.10.;aufsteigend;3;7;9;13;17;26;ZZ;18;6er;               1;à;       1.000.000,00;5er + ZZ;               4;à;          21.981,70;5er;             193;à;             496,90;4er + ZZ;             289;à;              99,50;
07.10.;;;;;;;;;;4er;           6.500;à;              24,50;3er + ZZ;           5.783;à;              12,40;3er;          80.328;à;               3,60;ZZ;         151.427;à;               1,20;
11.10.;aufsteigend;5;16;18;24;34;42;ZZ;20;6er;               1;à;       1.000.000,00;5er + ZZ;               1;à;         101.545,20;5er;              77;à;           1.438,60;4er + ZZ;             204;à;             162,90;
11.10.;;;;;;;;;;4er;           3.804;à;              48,50;3er + ZZ;           5.181;à;              16,00;3er;          62.277;à;               5,30;ZZ;         192.975;à;               1,20;
14.10.;aufsteigend;4;7;9;10;19;42;ZZ;8;6er;JP;;         620.082,20;5er + ZZ;               3;à;          28.420,40;5er;             100;à;             930,10;4er + ZZ;             335;à;              83,20;
14.10.;;;;;;;;;;4er;           4.878;à;              31,70;3er + ZZ;           6.692;à;              10,40;3er;          66.381;à;               4,20;ZZ;         175.385;à;               1,20;
18.10.;aufsteigend;10;15;22;35;43;45;ZZ;2;6er;               2;à;         765.055,50;5er + ZZ;               3;à;          41.709,60;5er;              99;à;           1.378,80;4er + ZZ;             271;à;             151,10;
18.10.;;;;;;;;;;4er;           4.958;à;              45,80;3er + ZZ;           6.486;à;              15,70;3er;          77.204;à;               5,30;ZZ;         251.137;à;               1,20;
21.10.;aufsteigend;3;11;19;25;28;38;ZZ;34;6er;               1;à;       1.000.000,00;5er + ZZ;               1;à;          83.707,60;5er;             106;à;             861,40;4er + ZZ;             175;à;             156,50;
21.10.;;;;;;;;;;4er;           3.917;à;              38,80;3er + ZZ;           4.121;à;              16,60;3er;          58.612;à;               4,60;ZZ;         146.600;à;               1,20;
25.10.;aufsteigend;1;3;5;10;39;40;ZZ;19;6er;JP;;         726.546,40;5er + ZZ;               4;à;          24.975,00;5er;              98;à;           1.112,00;4er + ZZ;             292;à;             111,90;
25.10.;;;;;;;;;;4er;           4.494;à;              40,40;3er + ZZ;           6.981;à;              11,70;3er;          73.562;à;               4,40;ZZ;         180.693;à;               1,20;
28.10.;aufsteigend;4;8;10;15;18;35;ZZ;42;6er;               1;à;       1.446.969,50;5er + ZZ;               3;à;          33.019,30;5er;              75;à;           1.440,80;4er + ZZ;             191;à;             169,70;
28.10.;;;;;;;;;;4er;           4.329;à;              41,60;3er + ZZ;           5.014;à;              16,10;3er;          69.021;à;               4,70;ZZ;         174.118;à;               1,20;
01.11.;aufsteigend;1;4;5;8;28;29;ZZ;39;6er;               1;à;       1.000.000,00;5er + ZZ;               2;à;          51.017,90;5er;             145;à;             767,60;4er + ZZ;             211;à;             158,20;
01.11.;;;;;;;;;;4er;           5.890;à;              31,40;3er + ZZ;           5.491;à;              15,20;3er;          82.470;à;               4,00;ZZ;         184.625;à;               1,20;
04.11.;aufsteigend;6;17;26;28;36;45;ZZ;11;6er;JP;;         618.587,70;5er + ZZ;               2;à;          42.527,90;5er;              85;à;           1.091,60;4er + ZZ;             201;à;             138,40;
04.11.;;;;;;;;;;4er;           3.423;à;              45,10;3er + ZZ;           4.853;à;              14,30;3er;          55.452;à;               5,00;ZZ;         178.762;à;               1,20;
08.11.;aufsteigend;18;28;31;35;44;45;ZZ;26;6er;DJP;;       1.510.489,60;5er + ZZ;               6;à;          20.439,40;5er;              92;à;           1.454,10;4er + ZZ;             197;à;             203,70;
08.11.;;;;;;;;;;4er;           4.224;à;              52,70;3er + ZZ;           5.856;à;              17,10;3er;          69.246;à;               5,80;ZZ;         252.791;à;               1,20;
11.11.;aufsteigend;7;16;20;31;38;41;ZZ;1;6er;3JP;;       2.453.597,70;5er + ZZ;               3;à;          43.225,70;5er;              99;à;           1.428,90;4er + ZZ;             253;à;             167,70;
11.11.;;;;;;;;;;4er;           4.748;à;              49,60;3er + ZZ;           6.228;à;              17,00;3er;          77.230;à;               5,50;ZZ;         258.840;à;               1,20;
13.11.;aufsteigend;1;4;5;24;42;45;ZZ;26;6er;4JP;;       3.501.068,80;5er + ZZ;               2;à;          72.013,60;5er;             128;à;           1.227,50;4er + ZZ;             288;à;             163,60;
13.11.;;;;;;;;;;4er;           5.695;à;              45,90;3er + ZZ;           7.929;à;              14,80;3er;          93.627;à;               5,00;ZZ;         282.483;à;               1,20;
15.11.;aufsteigend;12;16;29;34;35;45;ZZ;22;6er;5JP;;       4.528.208,60;5er + ZZ;               2;à;          70.615,80;5er;              85;à;           1.812,50;4er + ZZ;             243;à;             190,20;
15.11.;;;;;;;;;;4er;           4.846;à;              52,90;3er + ZZ;           7.056;à;              16,30;3er;          82.780;à;               5,60;ZZ;         272.725;à;               1,20;
18.11.;aufsteigend;7;16;25;30;33;39;ZZ;26;6er;               2;à;       3.047.867,60;5er + ZZ;               4;à;          53.883,70;5er;             191;à;           1.231,00;4er + ZZ;             545;à;             129,40;
18.11.;;;;;;;;;;4er;           8.483;à;              46,10;3er + ZZ;          12.386;à;              14,20;3er;         136.477;à;               5,10;ZZ;         418.846;à;               1,20;
22.11.;aufsteigend;18;22;36;40;42;45;ZZ;2;6er;               2;à;         500.000,00;5er + ZZ;               1;à;         104.978,70;5er;              70;à;           1.636,00;4er + ZZ;             192;à;             178,90;
22.11.;;;;;;;;;;4er;           3.647;à;              52,30;3er + ZZ;           4.962;à;              17,30;3er;          60.960;à;               5,60;ZZ;         226.406;à;               1,20;
25.11.;aufsteigend;10;13;15;26;33;39;ZZ;35;6er;               1;à;       1.000.000,00;5er + ZZ;               3;à;          29.039,30;5er;              93;à;           1.021,90;4er + ZZ;             203;à;             140,40;
25.11.;;;;;;;;;;4er;           3.827;à;              41,30;3er + ZZ;           4.878;à;              14,60;3er;          59.857;à;               4,70;ZZ;         145.432;à;               1,20;
29.11.;aufsteigend;5;15;26;32;33;35;ZZ;30;6er;JP;;         749.657,70;5er + ZZ;               3;à;          34.359,30;5er;             100;à;           1.124,40;4er + ZZ;             256;à;             131,70;
29.11.;;;;;;;;;;4er;           4.917;à;              38,10;3er + ZZ;           5.695;à;              14,80;3er;          68.352;à;               4,90;ZZ;         189.996;à;               1,20;
02.12.;aufsteigend;11;14;24;27;28;34;ZZ;23;6er;               1;à;       1.581.235,90;5er + ZZ;               1;à;         114.342,00;5er;             105;à;           1.187,90;4er + ZZ;             248;à;             150,80;
02.12.;;;;;;;;;;4er;           4.687;à;              44,30;3er + ZZ;           6.443;à;              14,50;3er;          75.182;à;               5,00;ZZ;         215.292;à;               1,20;
06.12.;aufsteigend;4;10;12;20;40;41;ZZ;2;6er;JP;;         798.355,70;5er + ZZ;               2;à;          54.886,90;5er;              99;à;           1.209,60;4er + ZZ;             277;à;             129,60;
06.12.;;;;;;;;;;4er;           4.698;à;              42,40;3er + ZZ;           7.193;à;              12,40;3er;          73.711;à;               4,90;ZZ;         210.526;à;               1,20;
09.12.;aufsteigend;1;4;6;9;23;42;ZZ;41;6er;DJP;;       1.596.571,80;5er + ZZ;               2;à;          54.877,30;5er;             108;à;           1.108,60;4er + ZZ;             242;à;             148,40;
09.12.;;;;;;;;;;4er;           5.463;à;              36,50;3er + ZZ;           5.182;à;              17,30;3er;          82.818;à;               4,30;ZZ;         190.445;à;               1,20;
13.12.;aufsteigend;17;19;22;24;29;43;ZZ;1;6er;3JP;;       2.674.182,60;5er + ZZ;               7;à;          21.167,30;5er;             116;à;           1.393,40;4er + ZZ;             302;à;             160,50;
13.12.;;;;;;;;;;4er;           5.583;à;              48,20;3er + ZZ;           7.399;à;              16,30;3er;          93.050;à;               5,20;ZZ;         289.765;à;               1,20;
16.12.;aufsteigend;5;11;12;19;21;41;ZZ;42;6er;4JP;;       3.851.131,30;5er + ZZ;               4;à;          40.457,60;5er;             174;à;           1.014,60;4er + ZZ;             358;à;             147,90;
16.12.;;;;;;;;;;4er;           7.525;à;              39,10;3er + ZZ;           8.349;à;              15,80;3er;         117.054;à;               4,50;ZZ;         288.072;à;               1,20;
20.12.;aufsteigend;10;12;16;27;39;42;ZZ;45;6er;5JP;;       5.372.211,40;5er + ZZ;               3;à;          69.716,10;5er;             163;à;           1.399,70;4er + ZZ;             437;à;             156,60;
20.12.;;;;;;;;;;4er;           8.680;à;              43,80;3er + ZZ;          10.770;à;              15,80;3er;         138.303;à;               4,90;ZZ;         381.506;à;               1,20;
23.12.;aufsteigend;7;12;23;24;31;38;ZZ;22;6er;6JP;;       7.386.953,70;5er + ZZ;              11;à;          25.184,20;5er;             225;à;           1.343,10;4er + ZZ;             570;à;             159,00;
23.12.;;;;;;;;;;4er;          11.367;à;              44,30;3er + ZZ;          14.329;à;              15,80;3er;         178.276;à;               5,10;ZZ;         539.397;à;               1,20;
27.12.;aufsteigend;16;18;19;24;28;32;ZZ;42;6er;               1;à;       9.165.954,00;5er + ZZ;               3;à;          81.537,50;5er;             229;à;           1.165,20;4er + ZZ;             556;à;             143,90;
27.12.;;;;;;;;;;4er;           9.731;à;              45,70;3er + ZZ;          12.596;à;              15,80;3er;         154.426;à;               5,20;ZZ;         439.056;à;               1,20;
30.12.;aufsteigend;3;6;14;35;40;42;ZZ;11;6er;JP;;         831.707,50;5er + ZZ;               2;à;          57.179,80;5er;             109;à;           1.144,50;4er + ZZ;             220;à;             170,10;
30.12.;;;;;;;;;;4er;           4.063;à;              51,10;3er + ZZ;           6.022;à;              15,50;3er;          69.749;à;               5,30;ZZ;         239.396;à;               1,20;
